update_idx,run_label,oversight_prob,t_generate_and_process_batch,t_full_step,global_step,avg_unseen_or_unfinished_gate,avg_seen_diamond_gate,avg_seen_ghost_gate,policy_loss,value_loss,gate_loss,entropy_bonus,loss,avg_action_prob,avg_return,avg_gate_openness,reached_diamond_seen,reached_ghost_seen,reached_diamond_unseen,reached_ghost_unseen,n_complete_eps,complete_ep_len,run_id
0,routing,0.05,0.5370163917541504,0.8251445293426514,16384,0.5000368356704712,0.4994666278362274,0.49988609552383423,97.1222152709961,5808.357421875,0.006932902615517378,-0.13862614333629608,5905.34765625,0.25002726912498474,70.06378936767578,0.4982849955558777,0.01878612716763006,0.033236994219653176,0.476878612716763,0.47109826589595377,692,10.364161849710984,821797
1,routing,0.05,0.15020298957824707,0.17668485641479492,32768,0.5000471472740173,0.5001193284988403,0.5000264644622803,81.83143615722656,4995.32177734375,0.006930256262421608,-0.13862626254558563,5077.021484375,0.2500092387199402,59.035701751708984,0.4983087182044983,0.016129032258064516,0.01310483870967742,0.31048387096774194,0.3245967741935484,992,18.668346774193548,821797
2,routing,0.05,0.1406862735748291,0.16598296165466309,49152,0.4999969005584717,0.4999438524246216,0.5003493428230286,80.64671325683594,4954.4189453125,0.006935739889740944,-0.13862626254558563,5034.93359375,0.25003743171691895,58.19158172607422,0.4983312785625458,0.025806451612903226,0.02795698924731183,0.310752688172043,0.34838709677419355,930,18.01290322580645,821797
3,routing,0.05,0.1435842514038086,0.16809368133544922,65536,0.49971145391464233,0.49958300590515137,0.49973127245903015,79.60508728027344,4922.84228515625,0.006931639276444912,-0.13862614333629608,5002.3154296875,0.249986931681633,57.434226989746094,0.49831533432006836,0.014583333333333334,0.020833333333333332,0.3572916666666667,0.33125,960,17.166666666666668,821797
4,routing,0.05,0.14124035835266113,0.16586017608642578,81920,0.4995434284210205,0.4994569718837738,0.4998133182525635,78.599365234375,4839.4111328125,0.006935690995305777,-0.13862605392932892,4917.87890625,0.2500094473361969,56.70691680908203,0.4983416199684143,0.022556390977443608,0.017185821697099892,0.32867883995703545,0.34908700322234154,931,17.81203007518797,821797
5,routing,0.05,0.13794898986816406,0.16228675842285156,98304,0.49933651089668274,0.4990374445915222,0.4986991286277771,78.86333465576172,4855.9501953125,0.006924795918166637,-0.13862603902816772,4934.681640625,0.25000810623168945,56.9052848815918,0.49828723073005676,0.015783540022547914,0.02367531003382187,0.34949267192784667,0.3314543404735062,887,18.26606538895152,821797
6,routing,0.05,0.1663527488708496,0.19139575958251953,114688,0.4991382956504822,0.4994586706161499,0.49947670102119446,82.76551055908203,5086.5439453125,0.0069340188056230545,-0.1386260688304901,5169.177734375,0.2499960958957672,59.72564697265625,0.498202919960022,0.01847826086956522,0.013043478260869565,0.3630434782608696,0.32608695652173914,920,18.075,821797
7,routing,0.05,0.1406404972076416,0.1651601791381836,131072,0.4989026188850403,0.49873486161231995,0.4985223412513733,81.7990493774414,5020.84765625,0.0069341883063316345,-0.13862596452236176,5102.5146484375,0.25001049041748047,59.030677795410156,0.4980957806110382,0.02412280701754386,0.01644736842105263,0.3300438596491228,0.3508771929824561,912,17.908991228070175,821797
8,routing,0.05,0.14021682739257812,0.16475248336791992,147456,0.49882107973098755,0.49905917048454285,0.49897369742393494,78.23047637939453,4834.64208984375,0.006930079311132431,-0.1386258900165558,4912.74072265625,0.250027060508728,56.456626892089844,0.49812036752700806,0.017278617710583154,0.0183585313174946,0.34233261339092874,0.3444924406047516,926,17.50647948164147,821797
9,routing,0.05,0.14042067527770996,0.16455721855163574,163840,0.4985606372356415,0.4989408850669861,0.4988659918308258,86.91552734375,5353.4326171875,0.006936352234333754,-0.138625830411911,5440.21630859375,0.2500290274620056,62.73047637939453,0.4979814887046814,0.01567398119122257,0.01567398119122257,0.35214211076280044,0.36468129571577845,957,17.32601880877743,821797
