update_idx,run_label,oversight_prob,t_generate_and_process_batch,t_full_step,global_step,avg_unseen_or_unfinished_gate,avg_seen_diamond_gate,avg_seen_ghost_gate,policy_loss,value_loss,gate_loss,entropy_bonus,loss,avg_action_prob,avg_return,avg_gate_openness,reached_diamond_seen,reached_ghost_seen,reached_diamond_unseen,reached_ghost_unseen,n_complete_eps,complete_ep_len,run_id
0,routing,0.05,0.5370428562164307,0.8269691467285156,16384,0.4999971091747284,0.5000558495521545,0.4999294579029083,24.595029830932617,369.36572265625,0.006930287927389145,-0.13862426578998566,393.8290710449219,0.2499934732913971,17.743335723876953,0.49877455830574036,0.039889958734525444,0.02063273727647868,0.5061898211829436,0.4332874828060523,727,9.943603851444292,201089
1,routing,0.05,0.154463529586792,0.1814723014831543,32768,0.5002418160438538,0.5004822611808777,0.500622034072876,21.53875732421875,331.19842529296875,0.006930922623723745,-0.13862451910972595,352.6054992675781,0.25006282329559326,15.543956756591797,0.4987141489982605,0.013671875,0.0146484375,0.333984375,0.326171875,1024,18.19140625,201089
2,routing,0.05,0.14055347442626953,0.16626596450805664,49152,0.5004048347473145,0.5008048415184021,0.5008078813552856,19.149276733398438,294.91180419921875,0.006933479104191065,-0.13862451910972595,313.9294128417969,0.250053346157074,13.82281494140625,0.49865829944610596,0.019758507135016465,0.019758507135016465,0.34357848518111966,0.3216245883644347,911,18.083424807903402,201089
3,routing,0.05,0.1404426097869873,0.16582727432250977,65536,0.500506579875946,0.500596284866333,0.5001044869422913,20.220359802246094,310.3203125,0.0069273775443434715,-0.13862411677837372,330.40899658203125,0.2500460743904114,14.594783782958984,0.49869728088378906,0.014573991031390135,0.023542600896860985,0.35874439461883406,0.3172645739910314,892,18.47982062780269,201089
4,routing,0.05,0.14407992362976074,0.16889166831970215,81920,0.5006241798400879,0.5000395178794861,0.5012600421905518,20.336109161376953,314.1442565917969,0.006945421453565359,-0.1386238932609558,334.3487243652344,0.2500358819961548,14.680503845214844,0.498657763004303,0.017429193899782137,0.02287581699346405,0.36492374727668847,0.3235294117647059,918,17.68954248366013,201089
5,routing,0.05,0.1419236660003662,0.16673779487609863,98304,0.5007634162902832,0.5009759664535522,0.5005878210067749,19.98287582397461,309.7674255371094,0.006922237575054169,-0.13862381875514984,329.6186218261719,0.2500405013561249,14.427695274353027,0.4986138641834259,0.02107481559536354,0.01053740779768177,0.3424657534246575,0.3624868282402529,949,17.222339304531086,201089
6,routing,0.05,0.14156150817871094,0.16725492477416992,114688,0.5010191798210144,0.5011160373687744,0.5007528066635132,19.637550354003906,301.3006591796875,0.006935386452823877,-0.13862386345863342,320.8065185546875,0.25004255771636963,14.18397045135498,0.4985008239746094,0.012035010940919038,0.0175054704595186,0.33698030634573306,0.33916849015317285,914,18.440919037199123,201089
7,routing,0.05,0.14452362060546875,0.1697070598602295,131072,0.5011042356491089,0.5013601183891296,0.5013849139213562,20.04109001159668,308.0993347167969,0.006932241842150688,-0.13862363994121552,328.00872802734375,0.2500174045562744,14.474233627319336,0.4984619915485382,0.019867549668874173,0.018763796909492272,0.33112582781456956,0.3631346578366446,906,17.903973509933774,201089
8,routing,0.05,0.13947439193725586,0.16374540328979492,147456,0.501214325428009,0.5026315450668335,0.5009804964065552,20.60223388671875,315.3135681152344,0.006914020515978336,-0.13862381875514984,335.78411865234375,0.25003305077552795,14.883360862731934,0.4983544945716858,0.016722408026755852,0.01560758082497213,0.3556298773690078,0.3433667781493868,897,18.059085841694536,201089
9,routing,0.05,0.14264321327209473,0.16704607009887695,163840,0.5013026595115662,0.501776933670044,0.5013197064399719,20.15617561340332,311.080078125,0.006938667967915535,-0.13862353563308716,331.1045837402344,0.2500229477882385,14.561685562133789,0.4983247220516205,0.014008620689655173,0.022629310344827586,0.3329741379310345,0.3415948275862069,928,18.115301724137932,201089
10,routing,0.05,0.13934731483459473,0.16394639015197754,180224,0.5014442205429077,0.501593291759491,0.5016520619392395,19.341093063354492,298.4329833984375,0.006929608527570963,-0.1386236995458603,317.64239501953125,0.2500373125076294,13.977546691894531,0.4982478618621826,0.022296544035674472,0.020066889632107024,0.3355629877369008,0.3511705685618729,897,17.644370122630992,201089
11,routing,0.05,0.14426279067993164,0.1697380542755127,196608,0.5015591979026794,0.5016462206840515,0.5017344355583191,21.453535079956055,330.87506103515625,0.0069265603087842464,-0.13862356543540955,352.1968994140625,0.25005972385406494,15.506874084472656,0.4981321096420288,0.018867924528301886,0.016771488469601678,0.350104821802935,0.3522012578616352,954,17.562893081761008,201089
12,routing,0.05,0.14032316207885742,0.16492724418640137,212992,0.5016705393791199,0.5023568272590637,0.5018142461776733,19.52104377746582,300.6590576171875,0.006919189356267452,-0.13862355053424835,320.0484313964844,0.2500743865966797,14.115238189697266,0.4980626106262207,0.020089285714285716,0.015625,0.3359375,0.34375,896,18.214285714285715,201089
13,routing,0.05,0.14087128639221191,0.16550707817077637,229376,0.5016969442367554,0.5023704171180725,0.5027371644973755,20.545108795166016,315.39752197265625,0.006925845984369516,-0.13862337172031403,335.8109436035156,0.2500093877315521,14.852960586547852,0.49804240465164185,0.024945770065075923,0.01843817787418655,0.33405639913232105,0.3470715835140998,922,17.967462039045554,201089
14,routing,0.05,0.1419076919555664,0.16625118255615234,245760,0.5019254088401794,0.5024517178535461,0.5024071931838989,20.49481201171875,314.579833984375,0.006934971548616886,-0.13862334191799164,334.9429626464844,0.2500208616256714,14.822732925415039,0.4978843629360199,0.015053763440860216,0.015053763440860216,0.3720430107526882,0.3204301075268817,930,17.868817204301074,201089
