update_idx,run_label,oversight_prob,t_generate_and_process_batch,t_full_step,global_step,avg_unseen_or_unfinished_gate,avg_seen_diamond_gate,avg_seen_ghost_gate,policy_loss,value_loss,gate_loss,entropy_bonus,loss,avg_action_prob,avg_return,avg_gate_openness,reached_diamond_seen,reached_ghost_seen,reached_diamond_unseen,reached_ghost_unseen,n_complete_eps,complete_ep_len,run_id
0,routing,0.01,0.7463746070861816,1.203484296798706,16384,0.5010588765144348,0.5006426572799683,0.5013118982315063,0.47389718890190125,0.14236100018024445,0.00694615114480257,-0.1386176347732544,0.4845867156982422,0.2501009702682495,0.3423210382461548,0.4983910918235779,0.005847953216374269,0.008771929824561403,0.47953216374269003,0.5058479532163743,684,10.236842105263158,225778
1,routing,0.01,0.14806365966796875,0.17432427406311035,32768,0.5009099245071411,0.5008967518806458,0.5021509528160095,0.39565807580947876,0.121593177318573,0.00692453607916832,-0.13861793279647827,0.3855578601360321,0.2500077486038208,0.2869936227798462,0.4984968900680542,0.005192107995846314,0.0020768431983385254,0.363447559709242,0.3011422637590862,963,18.868120456905505,225778
2,routing,0.01,0.14520812034606934,0.17142653465270996,49152,0.5009983777999878,0.5002709627151489,0.5017892718315125,0.4058072566986084,0.12589772045612335,0.00695357471704483,-0.13861805200576782,0.40004047751426697,0.2500462532043457,0.29729577898979187,0.4984191358089447,0.0020855057351407717,0.0020855057351407717,0.3555787278415016,0.3524504692387904,959,17.935349322210637,225778
3,routing,0.01,0.1429920196533203,0.16794872283935547,65536,0.5010511875152588,0.5008261203765869,,,0.11739973723888397,0.0069149816408753395,,,0.25005096197128296,0.2756252586841583,0.4983959197998047,0.003215434083601286,0.0,0.3279742765273312,0.3858520900321543,933,17.620578778135048,225778
4,routing,0.01,0.14347290992736816,0.1686406135559082,81920,0.5011933445930481,0.5005244612693787,0.5017750263214111,0.38910388946533203,0.12156736850738525,0.0069381180219352245,-0.1386185586452484,0.3789908289909363,0.250092089176178,0.2884739637374878,0.4983108937740326,0.005330490405117271,0.0021321961620469083,0.36353944562899787,0.34541577825159914,938,17.708955223880597,225778
5,routing,0.01,0.13969182968139648,0.16489195823669434,98304,0.5012887716293335,0.5041567087173462,0.502515971660614,0.3993902802467346,0.12305091321468353,0.006933881435543299,-0.1386190950870514,0.3907559812068939,0.2500392198562622,0.2962913513183594,0.4982568025588989,0.002188183807439825,0.006564551422319475,0.35120350109409193,0.3588621444201313,914,18.203501094091905,225778
6,routing,0.01,0.1421370506286621,0.16764187812805176,114688,0.5014629364013672,0.4999202787876129,0.5004631280899048,0.4027889668941498,0.12608665227890015,0.00693947309628129,-0.13861966133117676,0.39719539880752563,0.2500801384449005,0.3026695251464844,0.49819380044937134,0.004282655246252677,0.0032119914346895075,0.35974304068522484,0.37901498929336186,934,17.342612419700213,225778
7,routing,0.01,0.14098477363586426,0.16624999046325684,131072,0.5015859007835388,0.504268229007721,0.5026183724403381,0.37835362553596497,0.1195618137717247,0.0069002085365355015,-0.1386197805404663,0.3661958873271942,0.2500928044319153,0.28759652376174927,0.4981125593185425,0.002183406113537118,0.0032751091703056767,0.38973799126637554,0.34388646288209607,916,17.402838427947597,225778
8,routing,0.01,0.1434919834136963,0.16828536987304688,147456,0.5015681385993958,0.5043615698814392,0.5008397102355957,0.3906099498271942,0.12302698940038681,0.006895184982568026,-0.13861985504627228,0.3819122910499573,0.25003644824028015,0.2979016900062561,0.49813032150268555,0.004223864836325237,0.004223864836325237,0.34107708553326294,0.382259767687434,947,17.529039070749736,225778
9,routing,0.01,0.14494895935058594,0.1702265739440918,163840,0.5015737414360046,0.5024789571762085,0.5038761496543884,0.3932872712612152,0.12365397810935974,0.0069518378004431725,-0.13861995935440063,0.38527312874794006,0.2500411868095398,0.3015647828578949,0.49807217717170715,0.0021482277121374865,0.0021482277121374865,0.359828141783029,0.36305048335123524,931,17.790547798066594,225778
10,routing,0.01,0.14584898948669434,0.17136025428771973,180224,0.5016500949859619,0.5039776563644409,0.5018061399459839,0.36351722478866577,0.1150917112827301,0.006940345745533705,-0.13862048089504242,0.34692880511283875,0.25003036856651306,0.28230923414230347,0.4980359673500061,0.002254791431792559,0.005636978579481398,0.3506200676437429,0.35174746335963925,887,18.455467869222097,225778
11,routing,0.01,0.14251041412353516,0.16785740852355957,196608,0.5016924738883972,0.5028292536735535,0.5017673373222351,0.3965555429458618,0.12464696168899536,0.006925440393388271,-0.1386204957962036,0.3895074427127838,0.25007835030555725,0.3079597055912018,0.49800342321395874,0.003271537622682661,0.0054525627044711015,0.376226826608506,0.3511450381679389,917,18.0567066521265,225778
12,routing,0.01,0.14349651336669922,0.16909408569335938,212992,0.5016738176345825,0.5043320059776306,0.502716600894928,0.36251357197761536,0.11630165576934814,0.006921189371496439,-0.13862062990665436,0.34711578488349915,0.25006571412086487,0.28535205125808716,0.49800044298171997,0.002136752136752137,0.005341880341880342,0.36645299145299143,0.3504273504273504,936,17.32799145299145,225778
13,routing,0.01,0.14319324493408203,0.16855525970458984,229376,0.5016776323318481,0.5005044341087341,0.49982547760009766,0.38823404908180237,0.12281098961830139,0.006925786379724741,-0.1386207491159439,0.37935009598731995,0.250094473361969,0.3057268261909485,0.49796104431152344,0.0010626992561105207,0.0010626992561105207,0.3538788522848034,0.37194473963868224,941,17.67162592986185,225778
14,routing,0.01,0.1451103687286377,0.170806884765625,245760,0.5017204880714417,0.5016350746154785,0.5013610124588013,0.3540041148662567,0.11360685527324677,0.006939948536455631,-0.13862080872058868,0.33593010902404785,0.25001779198646545,0.2834087014198303,0.497955322265625,0.0022172949002217295,0.004434589800443459,0.3425720620842572,0.3780487804878049,902,17.79379157427938,225778
15,routing,0.01,0.1428987979888916,0.16817927360534668,262144,0.5017204284667969,0.502604067325592,0.5050358176231384,0.40326738357543945,0.1278054416179657,0.006898759864270687,-0.13862085342407227,0.39935076236724854,0.250033438205719,0.32167160511016846,0.4979866147041321,0.004081632653061225,0.0010204081632653062,0.37755102040816324,0.3683673469387755,980,16.996938775510205,225778
16,routing,0.01,0.14004993438720703,0.1650407314300537,278528,0.5017417669296265,0.5031154751777649,0.5026840567588806,0.3598480522632599,0.11557452380657196,0.0068964045494794846,-0.13862136006355286,0.34369760751724243,0.2500317394733429,0.2919002175331116,0.49795404076576233,0.005537098560354375,0.0033222591362126247,0.3687707641196013,0.35105204872646734,903,18.089700996677742,225778
17,routing,0.01,0.16493988037109375,0.1905078887939453,294912,0.5018249154090881,0.504319965839386,0.5026100873947144,0.353446364402771,0.11413805186748505,0.006895949598401785,-0.1386215090751648,0.33585888147354126,0.25002261996269226,0.29033195972442627,0.4978947639465332,0.004459308807134894,0.0033444816053511705,0.3745819397993311,0.3433667781493868,897,17.956521739130434,225778
18,routing,0.01,0.14173316955566406,0.16678166389465332,311296,0.5019037127494812,0.5022672414779663,0.5028749108314514,0.32799404859542847,0.10765394568443298,0.006921638268977404,-0.13862143456935883,0.30394822359085083,0.25000834465026855,0.2736590504646301,0.49783867597579956,0.004419889502762431,0.0033149171270718232,0.36353591160220994,0.3292817679558011,905,18.186740331491713,225778
19,routing,0.01,0.147141695022583,0.17251944541931152,327680,0.5019664764404297,0.5014686584472656,0.5014347434043884,0.36700063943862915,0.11886858940124512,0.006936750840395689,-0.13862155377864838,0.35418441891670227,0.2500055134296417,0.3041529059410095,0.49778294563293457,0.0065005417118093175,0.0065005417118093175,0.3293607800650054,0.38894907908992415,923,18.052004333694473,225778
20,routing,0.01,0.13826584815979004,0.16363525390625,344064,0.5021872520446777,0.5044694542884827,0.5006915330886841,0.3182515799999237,0.1048235297203064,0.006846562027931213,-0.13862168788909912,0.2912999987602234,0.25001227855682373,0.2710161507129669,0.4976365566253662,0.009174311926605505,0.0011467889908256881,0.3394495412844037,0.34059633027522934,872,18.72133027522936,225778
21,routing,0.01,0.14504265785217285,0.16999340057373047,360448,0.5022080540657043,0.506321907043457,0.5031788945198059,0.3565948009490967,0.11674506962299347,0.006937011145055294,-0.13862168788909912,0.3416551649570465,0.2500077486038208,0.30097049474716187,0.4975900650024414,0.0020964360587002098,0.0031446540880503146,0.3480083857442348,0.38155136268343814,954,17.365828092243188,225778
22,routing,0.01,0.14112496376037598,0.16560125350952148,376832,0.5023238658905029,,0.5027226209640503,,0.11436695605516434,0.006986099295318127,,,0.250063955783844,0.29823067784309387,0.4975096583366394,0.0,0.002173913043478261,0.3576086956521739,0.3630434782608696,920,17.796739130434784,225778
23,routing,0.01,0.1409921646118164,0.16578340530395508,393216,0.5024012327194214,0.5030409097671509,0.5027704238891602,0.33684539794921875,0.11141262948513031,0.006903552915900946,-0.1386217325925827,0.31653985381126404,0.25002220273017883,0.2909625172615051,0.497424840927124,0.0054525627044711015,0.0021810250817884407,0.3642311886586696,0.3544165757906216,917,17.528898582333696,225778
